epoch,weights_1,weights_2,weights_3
127,0.1085841,0.046574447,-0.052246973
128,0.10867738,0.04650086,-0.052501485
129,0.108777255,0.046429258,-0.052726775
130,0.10883384,0.046415802,-0.05291563
131,0.1088509,0.04641074,-0.053121973
132,0.10890113,0.04638055,-0.053456474
133,0.108984895,0.046368387,-0.053704727
134,0.10915632,0.046332464,-0.054034267
135,0.10935579,0.046244327,-0.054396648
136,0.10946358,0.046165805,-0.054746334
137,0.109483354,0.046124108,-0.05509094
138,0.10941845,0.046095844,-0.055357445
139,0.10930079,0.04606034,-0.055634234
140,0.109192,0.046077512,-0.055923454
141,0.10897865,0.046170473,-0.056210656
142,0.1087829,0.046222884,-0.056447174
143,0.10853813,0.046394322,-0.05659915
144,0.10836531,0.04653953,-0.05681113
145,0.1082139,0.04667194,-0.0570036
146,0.1082123,0.04675019,-0.057313297
147,0.108471625,0.04673301,-0.057721492
148,0.10877892,0.046632912,-0.058213986
149,0.10903098,0.046483926,-0.058769584
150,0.1091778,0.046419587,-0.059268042
151,0.109237045,0.046465233,-0.05962738
152,0.109254256,0.04657252,-0.059819557
153,0.10929183,0.046652652,-0.05993024
154,0.10919624,0.046801515,-0.060092818
155,0.109119706,0.04690371,-0.060283504
156,0.1089798,0.047044586,-0.060445033
157,0.108943656,0.047083702,-0.060633887
158,0.10904141,0.047070883,-0.060864214
159,0.109070174,0.047139097,-0.061008655
160,0.10917702,0.047115512,-0.06128471
161,0.10925114,0.047114324,-0.061480805
162,0.109314874,0.04711158,-0.061720826
163,0.10935922,0.04710457,-0.062095966
164,0.10945087,0.047093295,-0.062447324
165,0.10954127,0.04709649,-0.0627349
166,0.10959574,0.047185384,-0.063114256
167,0.10956286,0.04730224,-0.063486
168,0.10957449,0.047352202,-0.06389504
169,0.109792516,0.04715806,-0.06448589
170,0.10992055,0.047035832,-0.065066606
171,0.11007793,0.04688949,-0.065613374
172,0.11020149,0.046772905,-0.06611765
173,0.11029592,0.046703752,-0.06650648
174,0.110273205,0.046751473,-0.06674564
175,0.110109,0.046847392,-0.06696753
176,0.1098673,0.04697292,-0.0673137
177,0.109697975,0.047067877,-0.06770528
178,0.109610185,0.04711282,-0.068095975
179,0.10962601,0.047023367,-0.068532355
180,0.10975123,0.04685628,-0.06904435
181,0.10998343,0.046614654,-0.06959068
182,0.110174626,0.04639295,-0.070149116
183,0.11034583,0.04620485,-0.07069877
184,0.110496275,0.046029277,-0.07114233
185,0.11058092,0.045891322,-0.071479715
186,0.110510774,0.04587028,-0.07169717
187,0.11043897,0.04585446,-0.07189168
188,0.11029261,0.045871783,-0.071937576
189,0.11015388,0.04583886,-0.07194241
190,0.11008256,0.045800492,-0.071916744
191,0.11006228,0.04572926,-0.071931265
192,0.11009405,0.04565056,-0.07195738
193,0.1101861,0.04555182,-0.07198568
194,0.11028857,0.045489296,-0.072056174
195,0.1104171,0.04541209,-0.072176635
196,0.1103526,0.04541789,-0.072317824
197,0.110359915,0.045364436,-0.072542645
198,0.11045359,0.04522533,-0.072898455
199,0.11041404,0.045209598,-0.07312923
200,0.11036776,0.045222823,-0.07337064
201,0.11035467,0.045216944,-0.07363055
202,0.11029693,0.045252487,-0.07376709
203,0.110284,0.045263983,-0.07389999
204,0.11027473,0.04522726,-0.07413796
205,0.11031846,0.045152932,-0.074416354
206,0.11030886,0.045100503,-0.07463439
207,0.11032396,0.045036994,-0.07487
208,0.110381424,0.044926297,-0.07510704
209,0.110443346,0.04484583,-0.075304225
210,0.11044702,0.044802397,-0.075527325
211,0.11039121,0.044797003,-0.07572954
212,0.110257655,0.044833418,-0.07595161
213,0.110046014,0.04488853,-0.07620981
214,0.10978206,0.044960022,-0.07647824
215,0.10945763,0.045038544,-0.07674151
216,0.10923655,0.045010436,-0.076985165
217,0.10909303,0.044885155,-0.07720206
218,0.109050155,0.044716083,-0.07743354
219,0.10899945,0.044569723,-0.07770346
220,0.10896551,0.0444371,-0.0779632
221,0.10888356,0.044305347,-0.078190506
222,0.10880303,0.044176754,-0.07841172
223,0.10881075,0.044024013,-0.078640446
224,0.108834974,0.043914057,-0.078871205
225,0.108893685,0.043855753,-0.079074584
226,0.109049,0.04369677,-0.079325415
227,0.109141305,0.043586683,-0.07961168
228,0.109220505,0.043443717,-0.07997017
229,0.109185986,0.043314505,-0.08021708
230,0.109167255,0.043153472,-0.08045397
231,0.10914013,0.043049224,-0.08067729
232,0.109136015,0.042971462,-0.08096132
233,0.1091205,0.042960018,-0.08118841
234,0.10906085,0.042912576,-0.081880204
235,0.10902712,0.04288396,-0.08258263
236,0.108969435,0.04282212,-0.08328741
237,0.10894957,0.042759445,-0.08387717
238,0.10884121,0.04281263,-0.0843434
239,0.10863976,0.042913042,-0.08461731
240,0.108495064,0.043011583,-0.08479661
241,0.10839725,0.043063283,-0.08497824
242,0.10835745,0.043040447,-0.08518084
243,0.10841379,0.042966384,-0.08548101
244,0.10843261,0.04292288,-0.085790634
245,0.108448744,0.04290952,-0.08609635
246,0.108404584,0.042941365,-0.08636344
247,0.10839167,0.042999104,-0.08655777
248,0.1083179,0.04310365,-0.08672287
249,0.108236045,0.043206606,-0.086859085
250,0.10813029,0.043332234,-0.087043345
251,0.10802313,0.043466043,-0.08713901
252,0.107943654,0.04362681,-0.08717889
253,0.10788653,0.04374614,-0.087177694
254,0.10788222,0.043799862,-0.087183684
255,0.10783313,0.043860894,-0.08711885
256,0.10790072,0.043830637,-0.08706143
257,0.10800774,0.043799546,-0.08706895
258,0.10820717,0.043718386,-0.08704623
259,0.108269155,0.04367891,-0.087066956
260,0.108303756,0.043657556,-0.08714389
261,0.1083404,0.043625414,-0.08724115
262,0.10832139,0.04362929,-0.08732039
263,0.10826812,0.043645874,-0.08732481
264,0.108259,0.043674618,-0.0873465
265,0.10820384,0.04369235,-0.08734249
266,0.10807523,0.043718837,-0.08734128
267,0.10803536,0.043693267,-0.08733437
268,0.1080164,0.043625552,-0.08731774
269,0.1080041,0.043576304,-0.08732597
270,0.108017035,0.043527067,-0.08736797
271,0.10801207,0.04351044,-0.08737539
272,0.10808536,0.04345348,-0.087541044
273,0.10821941,0.04332508,-0.08770832
274,0.10830797,0.043215036,-0.08784561
275,0.10845794,0.043061752,-0.087963
276,0.108557746,0.042954028,-0.08801498
277,0.10857719,0.0429522,-0.08809066
278,0.10858706,0.04300714,-0.08814939
279,0.10851741,0.043144688,-0.08819326
280,0.10849133,0.04329121,-0.08826012
281,0.10851871,0.04339685,-0.08823313
282,0.108546644,0.04346714,-0.0882131
283,0.10862299,0.043501396,-0.0882648
284,0.10876763,0.043494254,-0.0883658
285,0.108917415,0.043465003,-0.08855463
286,0.10912682,0.04339538,-0.08885467
287,0.10938304,0.04328205,-0.08921133
288,0.10963252,0.043149356,-0.08957316
289,0.109753795,0.04310346,-0.090035036
290,0.109959535,0.042974196,-0.090499185
291,0.110092536,0.042884823,-0.09091963
292,0.11010398,0.042909697,-0.09120912
293,0.11004191,0.042955045,-0.09144113
294,0.1098236,0.04313208,-0.0917569
295,0.109536596,0.04337795,-0.09205425
296,0.10936376,0.0435501,-0.092360616
297,0.10926654,0.043666437,-0.09263115
298,0.109238036,0.04367377,-0.09299191
299,0.10933984,0.043671507,-0.093424164
300,0.109519094,0.043651424,-0.09384891
301,0.10977572,0.043637514,-0.09423934
302,0.11005219,0.0436073,-0.09460758
303,0.110239655,0.0436024,-0.09498071
304,0.11034452,0.043645877,-0.0953762
305,0.11036475,0.04372425,-0.09568994
306,0.110270366,0.043851722,-0.09594807
307,0.11016993,0.04396647,-0.09607382
308,0.11007575,0.04406769,-0.0963004
309,0.11001524,0.044104476,-0.09641497
310,0.10996183,0.04411237,-0.096453786
311,0.109900385,0.04412,-0.096474044
312,0.109872185,0.04413306,-0.09653652
313,0.109845,0.044122476,-0.09660598
314,0.109866865,0.04412193,-0.096682765
315,0.10990557,0.04408086,-0.09672906
316,0.109853104,0.04410649,-0.096907645
317,0.10985469,0.04411962,-0.09720066
318,0.10981939,0.044174507,-0.097469985
319,0.10978503,0.044196,-0.097656034
320,0.10981661,0.044227388,-0.097745135
321,0.10983009,0.044298403,-0.09778759
322,0.109934814,0.044296585,-0.0978618
323,0.109996326,0.044340793,-0.0978789
324,0.109960556,0.044453055,-0.09785612
325,0.109890014,0.04458281,-0.09777815
326,0.10981734,0.04471225,-0.09776645
327,0.10979633,0.044784207,-0.09780501
328,0.10975608,0.0448158,-0.09783469
329,0.10973472,0.04481419,-0.09785955
330,0.10975799,0.0447967,-0.09798689
331,0.10985034,0.04478571,-0.098226525
332,0.1099612,0.044698842,-0.09870163
333,0.11011622,0.044601437,-0.09914911
334,0.11028377,0.044498283,-0.09959303
335,0.1104013,0.044362877,-0.100044884
336,0.11039494,0.04427473,-0.10035877
337,0.11025084,0.04426654,-0.1005817
338,0.110068135,0.04428836,-0.10072818
339,0.10991181,0.044253834,-0.10091723
340,0.10978337,0.044224903,-0.10107524
341,0.10960432,0.044238884,-0.10123318
342,0.10948051,0.04415861,-0.10136727
343,0.10930892,0.04411938,-0.10134533
344,0.10916065,0.044096626,-0.101330705
345,0.10896244,0.04412157,-0.1012696
346,0.10885968,0.044103447,-0.10123211
347,0.10893563,0.04402035,-0.10129702
348,0.10905484,0.0439754,-0.10141506
349,0.109162875,0.043924216,-0.10168962
350,0.10918567,0.043968525,-0.10199777
351,0.109218895,0.043995403,-0.10225819
352,0.10928982,0.044061676,-0.1024116
353,0.10940455,0.044086214,-0.10254907
354,0.10944479,0.04417157,-0.102789536
355,0.10948107,0.0442435,-0.1030493
356,0.10935044,0.044405147,-0.10320397
357,0.10926787,0.044533018,-0.1032923
358,0.1092614,0.044653423,-0.103266604
359,0.10919759,0.044793315,-0.10314991
360,0.10921265,0.04482932,-0.103188396
361,0.10924859,0.044854112,-0.10321311
362,0.109338544,0.04483277,-0.10331965
363,0.10940856,0.044816617,-0.10361231
364,0.1095219,0.044827577,-0.10386734
365,0.109633684,0.04483537,-0.10407512
366,0.10973678,0.044973172,-0.104435794
367,0.10970592,0.045180336,-0.10476609
368,0.109682776,0.045397583,-0.105188996
369,0.10985868,0.04541982,-0.105643794
370,0.109925225,0.045500472,-0.10605252
371,0.1100659,0.04543895,-0.106480815
372,0.11018342,0.04536163,-0.1068889
373,0.11035937,0.04520532,-0.1071494
374,0.11044503,0.04506104,-0.10725608
375,0.11045274,0.04494497,-0.10731624
376,0.11039827,0.04489006,-0.10747065
377,0.11032698,0.044861376,-0.10763738
378,0.11025786,0.044834908,-0.10782611
379,0.11022287,0.044782255,-0.10801202
380,0.11021285,0.044739034,-0.10824294
381,0.11030802,0.044636898,-0.1085243
382,0.11034951,0.0445335,-0.108903304
383,0.1103786,0.044428263,-0.109263025
384,0.11046507,0.044274576,-0.109494515
385,0.11052454,0.044102777,-0.10964745
386,0.11051477,0.043995395,-0.109703146
387,0.11050304,0.04386415,-0.10971835
388,0.11041181,0.043784793,-0.109557025
389,0.110318646,0.043705527,-0.10925643
390,0.11028297,0.043639548,-0.108924076
391,0.110246696,0.04352876,-0.10864484
392,0.11024292,0.043438792,-0.10837818
393,0.11027741,0.043352876,-0.10811427
394,0.11028627,0.043311987,-0.10791217
395,0.1103305,0.043266647,-0.10777719
396,0.110185556,0.043326944,-0.107773066
397,0.11011719,0.04331308,-0.107977524
398,0.11018122,0.043180134,-0.108439
399,0.11006674,0.0432185,-0.10888401
400,0.10998502,0.043256473,-0.10935373
401,0.10993773,0.043268107,-0.10983477
402,0.10985027,0.04333847,-0.11012654
403,0.109807365,0.043406166,-0.110319264
404,0.10975933,0.04348321,-0.1104724
405,0.10974748,0.043535743,-0.11056841
406,0.10969117,0.043618347,-0.11059397
407,0.10968376,0.043691665,-0.11061617
408,0.10972,0.04370828,-0.11062628
409,0.10976693,0.043757763,-0.11061396
410,0.1097975,0.043794934,-0.11058588
411,0.109846324,0.043821912,-0.11051679
412,0.10979635,0.04388248,-0.11053283
413,0.10968147,0.043980774,-0.11055282
414,0.10952482,0.04406853,-0.110644184
415,0.109253675,0.04420372,-0.11072025
416,0.10901962,0.044233367,-0.11077895
417,0.10879246,0.0441772,-0.11082052
418,0.10862528,0.04413348,-0.11085067
419,0.10847997,0.044087898,-0.11098904
420,0.10837149,0.044046495,-0.111117505
421,0.10826799,0.043976407,-0.111256376
422,0.10821379,0.043865096,-0.111421525
423,0.108380444,0.043671917,-0.11155106
424,0.108574435,0.04348731,-0.11159893
425,0.108805664,0.043361235,-0.11162339
426,0.10911091,0.043178987,-0.11166436
427,0.109311044,0.043061964,-0.111680456
428,0.10949536,0.04291735,-0.11176171
429,0.10958585,0.04277492,-0.111781746
430,0.10968872,0.042608883,-0.11185169
431,0.10975906,0.04249065,-0.11195698
432,0.109861925,0.04238505,-0.11213635
433,0.10993701,0.04231113,-0.112293884
434,0.10984494,0.042188868,-0.11311177
435,0.10975802,0.04210729,-0.11391099
436,0.109585024,0.042003777,-0.11465555
437,0.10943192,0.041917104,-0.11530465
438,0.10920293,0.041952495,-0.11584778
439,0.10893244,0.042030204,-0.11616148
440,0.1086929,0.04215914,-0.11634112
441,0.108564846,0.042253505,-0.11647535
442,0.108564235,0.042264514,-0.11658783
443,0.10861696,0.042219307,-0.11667732
444,0.10866337,0.042183667,-0.116754115
445,0.1087189,0.04214939,-0.1168089
446,0.10876766,0.042153463,-0.11683035
447,0.10879362,0.042137943,-0.116701834
448,0.1086237,0.04218799,-0.11656977
449,0.10849472,0.04221914,-0.116425894
450,0.10831751,0.042303205,-0.116304144
451,0.10814375,0.042403184,-0.11613661
452,0.10798115,0.04253593,-0.115905285
453,0.10793243,0.042614933,-0.115653105
454,0.10796809,0.042616144,-0.115470484
455,0.10799887,0.04263536,-0.115259364
456,0.10811647,0.04257719,-0.11508126
457,0.10828475,0.04253465,-0.11493405
458,0.10848722,0.042487647,-0.11477935
459,0.108563684,0.042510502,-0.11468071
460,0.10861079,0.042507585,-0.11463184
461,0.108643174,0.042496942,-0.11456324
462,0.10860691,0.04251375,-0.11446689
463,0.10854471,0.042559184,-0.11433269
464,0.108526684,0.04262019,-0.11424142
465,0.108493686,0.042648837,-0.11416785
466,0.1084104,0.0426721,-0.11408148
467,0.10839796,0.042681366,-0.11406214
468,0.10833983,0.0426906,-0.11399046
469,0.10829865,0.04272584,-0.11397147
470,0.10829027,0.042745423,-0.113973156
471,0.10826081,0.04278117,-0.113955684
472,0.108294785,0.042797,-0.11405005
473,0.108418256,0.042759154,-0.11414429
474,0.10848314,0.04272286,-0.11416006
475,0.10861151,0.042649336,-0.114129424
476,0.108713634,0.042571414,-0.11405142
477,0.10876199,0.042541005,-0.11394194
478,0.10881881,0.04254326,-0.11381652
479,0.1087839,0.04261179,-0.11366806
480,0.10877877,0.042752832,-0.11349058
481,0.10879993,0.042826686,-0.113222525
482,0.10881082,0.042885724,-0.11299256
483,0.108869046,0.04293141,-0.11280292
484,0.10899838,0.04294621,-0.11259263
485,0.10910776,0.04293776,-0.112450704
486,0.1092717,0.04291756,-0.112463795
487,0.10949921,0.042868186,-0.11260708
488,0.10970435,0.042785313,-0.11286465
489,0.10978845,0.042755492,-0.11340313
490,0.109926485,0.042674094,-0.113979705
491,0.11005627,0.04259975,-0.1145224
492,0.110108726,0.04261441,-0.11495991
493,0.11011162,0.042647604,-0.115359195
494,0.110014096,0.042750817,-0.11576171
495,0.109863475,0.042930074,-0.116070956
496,0.10978084,0.043062642,-0.11634752
497,0.109732635,0.043167766,-0.116539836
498,0.10975133,0.043151297,-0.116828986
499,0.109826505,0.043162808,-0.11714386
500,0.10992539,0.043166537,-0.11745324
501,0.11003617,0.04319753,-0.11768174
502,0.11020486,0.043233365,-0.11792029
503,0.110272914,0.043286555,-0.11821059
504,0.11030902,0.04334719,-0.11854722
505,0.110308364,0.04341968,-0.118819274
506,0.11020535,0.043519173,-0.119027756
507,0.11015935,0.04359537,-0.11911611
508,0.110168956,0.04365538,-0.11922864
509,0.11022333,0.043646622,-0.119194135
510,0.11031449,0.043610103,-0.11907931
511,0.11036864,0.043600082,-0.11896061
512,0.11045774,0.043596756,-0.118820764
513,0.110508494,0.043593135,-0.11868593
514,0.11056084,0.043594375,-0.11856426
515,0.11055493,0.04361848,-0.1183645
516,0.110366,0.043688226,-0.11831254
517,0.110193774,0.043752737,-0.118321225
518,0.10990184,0.04387789,-0.11839307
519,0.10964455,0.043975405,-0.11844082
520,0.10945395,0.044091146,-0.11839198
521,0.109256156,0.044225805,-0.118323065
522,0.10922194,0.04423606,-0.11833464
523,0.10919878,0.044300094,-0.11830287
524,0.109148,0.044389438,-0.11830494
525,0.10910309,0.04447459,-0.11826788
526,0.10905814,0.044556092,-0.11825162
527,0.109070756,0.044624776,-0.118243076
528,0.109042525,0.044654105,-0.11816827
529,0.10903273,0.044650048,-0.11810743
530,0.10905932,0.044621788,-0.118062556
531,0.10915455,0.04460314,-0.11797831
532,0.10924958,0.044536065,-0.11801239
533,0.10938179,0.04444541,-0.118047945
534,0.10957011,0.044319738,-0.11815651
535,0.10971605,0.044182476,-0.1183174
536,0.10982921,0.044060014,-0.11844282
537,0.10985041,0.044017617,-0.11853091
538,0.109868,0.043990243,-0.11863191
539,0.10988766,0.043908346,-0.11875613
540,0.10990808,0.043868102,-0.11881423
541,0.109861344,0.043882485,-0.11890892
542,0.10984898,0.043820083,-0.11902025
543,0.10977191,0.04378507,-0.11900445
544,0.10970294,0.04377874,-0.11897518
545,0.109607704,0.04380556,-0.11892437
546,0.10955353,0.043772228,-0.11884758
547,0.10961688,0.04368431,-0.118858576
548,0.109707996,0.043700732,-0.1188848
549,0.10978977,0.04371129,-0.11897252
550,0.10973863,0.043767445,-0.11908781
551,0.10972516,0.043811075,-0.11917723
552,0.109776355,0.0438725,-0.119191356
553,0.109846145,0.043956492,-0.119226396
554,0.10979722,0.044119745,-0.11943233
555,0.109752014,0.04425806,-0.119812235
556,0.109556265,0.04443932,-0.12019217
557,0.10947346,0.044563487,-0.12050334
558,0.10941598,0.044708543,-0.120701954
559,0.10932982,0.04481874,-0.12071975
560,0.109282926,0.04485374,-0.12081406
561,0.10929822,0.044902824,-0.12085098
562,0.109366775,0.044894643,-0.12088118
563,0.10941208,0.044855118,-0.1209183
564,0.10948308,0.04480955,-0.120923616
565,0.10955264,0.044764366,-0.120940655
566,0.10961011,0.044778556,-0.121057145
567,0.1096153,0.044867728,-0.12115737
568,0.10965326,0.044992447,-0.12137115
569,0.109873526,0.04502463,-0.121714994
570,0.110011965,0.045072336,-0.12210466
571,0.11015267,0.04501607,-0.12253947
572,0.11029739,0.04492078,-0.12293816
573,0.11049253,0.044742994,-0.12323288
574,0.11059001,0.044563025,-0.12330506
575,0.11066275,0.04441777,-0.12337821
576,0.110650785,0.044392273,-0.1233998
577,0.110599935,0.044390086,-0.12341135
578,0.110544376,0.04443827,-0.123423904
579,0.11048043,0.04451262,-0.123343
580,0.11041037,0.044615414,-0.12325432
581,0.11045962,0.04464383,-0.12323038
582,0.11044815,0.044675164,-0.12328959
583,0.11045811,0.044705402,-0.1233381
584,0.11052638,0.04468988,-0.1233846
585,0.11066052,0.044661317,-0.12362327
586,0.11071267,0.04467021,-0.12383407
587,0.11078876,0.044625916,-0.12405519
588,0.11084681,0.044616047,-0.12420647
589,0.110918686,0.04462592,-0.12428805
590,0.11094751,0.044684768,-0.12425873
591,0.11091405,0.04470604,-0.12426876
592,0.11081782,0.0448258,-0.124199145
593,0.11075088,0.044929113,-0.12410104
594,0.11060466,0.04507274,-0.12397375
595,0.110490896,0.0451984,-0.123872615
596,0.11032514,0.045349706,-0.12380705
597,0.11010267,0.045523923,-0.12369849
598,0.10995205,0.045617223,-0.12362951
599,0.1097564,0.04582737,-0.123598985
600,0.109692186,0.04597447,-0.12369116
601,0.109668635,0.046093386,-0.12382163
602,0.10967349,0.046201866,-0.12392796
603,0.10974647,0.04629844,-0.1240055
604,0.10982846,0.046328727,-0.12426149
605,0.10994996,0.046326153,-0.12440942
606,0.110004194,0.046357445,-0.124478795
607,0.110088535,0.046382274,-0.12456112
608,0.11018475,0.04639125,-0.124630794
609,0.11025091,0.046456832,-0.12468418
610,0.11024334,0.046547152,-0.1246977
611,0.1102132,0.04666278,-0.12462893
612,0.11005195,0.046861015,-0.12458864
613,0.109867774,0.04706922,-0.124544874
614,0.10966434,0.047254175,-0.124580935
615,0.10942153,0.04742506,-0.12460771
616,0.10917642,0.04747784,-0.12467552
617,0.10890772,0.047459885,-0.12473546
618,0.10873081,0.04739536,-0.12481623
619,0.10856286,0.047303036,-0.12496969
620,0.10840844,0.047186356,-0.12517226
621,0.108243026,0.04705287,-0.125386
622,0.10811888,0.04688372,-0.1256891
623,0.108219415,0.04666021,-0.12595795
624,0.10838235,0.046422433,-0.12614737
625,0.10861155,0.046198156,-0.12628399
626,0.10896224,0.045923524,-0.1264096
627,0.10924168,0.0457111,-0.12650537
628,0.1095007,0.045496084,-0.12660334
629,0.10971745,0.045261454,-0.12657994
630,0.10993962,0.045028057,-0.12659757
631,0.11014942,0.04483219,-0.12671913
632,0.11039192,0.044615436,-0.12692897
633,0.1106105,0.04440565,-0.12715709
634,0.11064487,0.044167127,-0.12819627
635,0.11065452,0.04396581,-0.12920223
636,0.11057017,0.043768,-0.13014622
637,0.11044353,0.043610454,-0.13100038
638,0.11018241,0.04363056,-0.13173404
639,0.10984042,0.04377733,-0.13220416
640,0.109474994,0.044048693,-0.13252015
641,0.10913096,0.044327,-0.1327916
642,0.10887268,0.044539493,-0.13300048
643,0.108675845,0.044751536,-0.13310893
644,0.108540475,0.044940233,-0.13321202
645,0.10846767,0.045095734,-0.13328707
646,0.108434364,0.045267694,-0.1332981
647,0.10846981,0.045350272,-0.13325486
648,0.10846832,0.045406528,-0.13322315
649,0.10852063,0.045421746,-0.13318524
650,0.10849446,0.04551623,-0.13320315
651,0.10842012,0.04566178,-0.13318671
652,0.10827391,0.045870073,-0.13314947
653,0.10818062,0.046049908,-0.13309175
654,0.10812471,0.046174787,-0.13312358
655,0.1080115,0.046354704,-0.13311704
656,0.10795235,0.046470076,-0.13307856
657,0.10798793,0.046580467,-0.13304266
658,0.10811188,0.0466544,-0.13294835
659,0.10818854,0.04674947,-0.1328619
660,0.10825187,0.046807118,-0.13280785
661,0.10834651,0.04681018,-0.1326831
662,0.1083797,0.046822064,-0.13251749
663,0.10841214,0.0468362,-0.13233982
664,0.10846124,0.04686427,-0.13215539
665,0.10848475,0.046864968,-0.13199824
